bill_id,x,y
SJRES53-119,-0.4559673989932299,-0.1146853619793621
SJRES54-119,-0.4557519088863303,-0.11511745340212784
SJRES59-119,-0.583526843195054,-0.3152901284999312
SJRES7-119,-0.24586898098331486,0.21972808750913864
HCONRES1-118,-0.5852220243160101,-0.32066504743069757
HCONRES10-118,0.589704372691651,1.5432447502460849
HCONRES11-118,-0.5846764567749814,-0.31722931169029395
HCONRES19-118,-0.5406202318926479,-0.2500402019911289
HCONRES20-118,-0.540753600213113,-0.24829908075138468
HCONRES21-118,7.626235077007398,-2.305792254276764
HCONRES23-118,0.2046039272600438,0.9434988038005561
HCONRES24-118,-0.4782866287852389,-0.1485155326638808
HCONRES25-118,-0.5212955285286435,-0.21040547583705682
HCONRES29-118,-0.2643898619066124,0.19843474812062992
HCONRES3-118,10.405732482931501,2.1312519806752097
HCONRES30-118,7.668979160777407,-2.2373621036273805
HCONRES33-118,0.5265476767981849,1.4470518580882346
HCONRES35-118,-0.5641605249783178,-0.280662425165475
HCONRES36-118,-0.47678742470941154,-0.14047033549968624
HCONRES38-118,-0.3489173477739184,0.057087621126840966
HCONRES39-118,-0.2416598637480572,0.23414452399076224
HCONRES40-118,7.529834849933659,-2.3209721474177947
HCONRES42-118,-0.11747289461290612,0.4329404677979198
HCONRES45-118,-0.5842873609222267,-0.31671460492450054
HCONRES48-118,-0.584672182909173,-0.31316633114476816
HCONRES51-118,-0.5850386456972867,-0.3123352891899367
HCONRES52-118,-0.5842745582439817,-0.3171832009334455
HCONRES57-118,0.37606211891316144,1.2113792349436239
HCONRES58-118,-0.5854263098152208,-0.3126959222722007
HCONRES61-118,1.4015181661318628,2.829917524324913
HCONRES63-118,-0.22374418040463434,0.2531645653374696
HCONRES64-118,-0.5419020007703699,-0.25252718099739474
